32768  32768  32  22553  22472  0
32768  32768  64  12417  12417  0
32768  32768  96  9798  9858  0
32768  32768  128  8157  8300  2639
32768  32768  160  9111  9400  0
32768  32768  192  8120  8602  0
32768  32768  224  7541  8314  0
32768  32768  256  7078  8115  0
32768  32768  288  6778  8132  0
32768  32768  320  6442  8040  0
32768  32768  352  6226  8114  0
32768  32768  384  6027  8217  0
32768  32768  416  5904  8373  0
32768  32768  448  5720  8493  0
32768  32768  480  5624  8692  0
32768  32768  512  5495  8861  0
32768  32768  640  5195  9749  0
32768  32768  768  4981  10676  0
32768  32768  896  4842  11706  0
32768  32768  1024  4710  12815  0
32768  32768  1152  4638  13857  0
32768  32768  1280  4560  14968  0
32768  32768  1408  4522  16124  0
32768  32768  1536  4480  17243  0
32768  32768  1664  4448  18380  0
32768  32768  1792  4425  19484  0
32768  32768  1920  4403  20720  0
32768  32768  2048  4381  21875  0
